component_id,count,mean,min,max
13707,4,1.000000,1.000000,1.000000
13715,4,0.996343,0.996343,0.996343
13772,4,0.964647,0.964647,0.964647
13813,4,1.000000,1.000000,1.000000
13848,4,0.992389,0.992389,0.992389
13864,4,0.965053,0.965053,0.965053
13973,4,1.000000,1.000000,1.000000
14010,4,1.000000,1.000000,1.000000
14020,4,0.966306,0.966306,0.966306
14025,4,0.966594,0.966594,0.966594
14047,12,1.000000,1.000000,1.000000
14065,4,1.000000,1.000000,1.000000
14068,4,1.000000,1.000000,1.000000
14073,4,1.000000,1.000000,1.000000
14076,4,0.964538,0.964538,0.964538
14100,4,1.000000,1.000000,1.000000
14103,4,1.000000,1.000000,1.000000
14185,4,1.000000,1.000000,1.000000
14202,4,0.970776,0.970776,0.970776
14258,4,0.985743,0.985743,0.985743
14295,4,1.000000,1.000000,1.000000
14296,4,1.000000,1.000000,1.000000
14304,4,0.985520,0.985520,0.985520
14345,4,0.991126,0.991126,0.991126
14374,4,1.000000,1.000000,1.000000
14381,4,1.000000,1.000000,1.000000
14385,4,1.000000,1.000000,1.000000
14416,4,1.000000,1.000000,1.000000
14462,4,0.996826,0.996826,0.996826
14484,4,1.000000,1.000000,1.000000
14536,4,1.000000,1.000000,1.000000
14586,4,0.998306,0.998306,0.998306
14592,4,0.976948,0.976948,0.976948
14596,4,0.985706,0.985706,0.985706
14632,4,1.000000,1.000000,1.000000
14663,4,1.000000,1.000000,1.000000
14673,4,1.000000,1.000000,1.000000
14674,4,1.000000,1.000000,1.000000
14740,4,1.000000,1.000000,1.000000
14755,4,0.969276,0.969276,0.969276
14761,4,1.000000,1.000000,1.000000
14792,4,0.961616,0.961616,0.961616
14795,4,1.000000,1.000000,1.000000
14825,4,1.000000,1.000000,1.000000
14844,4,1.000000,1.000000,1.000000
14872,4,1.000000,1.000000,1.000000
14885,4,0.997171,0.997171,0.997171
14961,4,1.000000,1.000000,1.000000
14979,4,1.000000,1.000000,1.000000
15020,4,1.000000,1.000000,1.000000
15053,4,1.000000,1.000000,1.000000
15059,4,1.000000,1.000000,1.000000
15060,4,1.000000,1.000000,1.000000
15088,4,0.990416,0.990416,0.990416
15094,4,1.000000,1.000000,1.000000
15134,4,1.000000,1.000000,1.000000
15136,4,1.000000,1.000000,1.000000
15171,4,1.000000,1.000000,1.000000
15191,4,1.000000,1.000000,1.000000
15197,4,0.979542,0.979542,0.979542
15214,4,1.000000,1.000000,1.000000
15221,4,1.000000,1.000000,1.000000
15335,4,1.000000,1.000000,1.000000
15403,4,1.000000,1.000000,1.000000
15413,4,0.967063,0.967063,0.967063
15440,4,0.995274,0.995274,0.995274
15447,4,1.000000,1.000000,1.000000
15451,4,1.000000,1.000000,1.000000
15534,4,1.000000,1.000000,1.000000
15545,4,1.000000,1.000000,1.000000
15609,4,0.981687,0.981687,0.981687
15612,4,0.971176,0.971176,0.971176
15676,4,0.970826,0.970826,0.970826
15728,4,1.000000,1.000000,1.000000
15733,4,1.000000,1.000000,1.000000
15744,4,1.000000,1.000000,1.000000
15756,4,0.979262,0.979262,0.979262
15807,12,0.998858,0.998287,1.000000
15962,4,1.000000,1.000000,1.000000
16016,4,1.000000,1.000000,1.000000
16104,4,0.961195,0.961195,0.961195
16108,4,0.983840,0.983840,0.983840
16129,4,1.000000,1.000000,1.000000
16133,4,1.000000,1.000000,1.000000
16136,4,1.000000,1.000000,1.000000
16152,4,0.965664,0.965664,0.965664
16163,4,0.979352,0.979352,0.979352
16173,4,0.997344,0.997344,0.997344
16189,4,1.000000,1.000000,1.000000
16253,4,1.000000,1.000000,1.000000
16384,12,0.975524,0.967395,0.982148
16409,4,1.000000,1.000000,1.000000
16432,4,0.966329,0.966329,0.966329
16435,4,1.000000,1.000000,1.000000
16460,4,1.000000,1.000000,1.000000
16476,4,1.000000,1.000000,1.000000
16489,4,1.000000,1.000000,1.000000
16493,4,0.979595,0.979595,0.979595
16582,4,1.000000,1.000000,1.000000
16611,4,0.975577,0.975577,0.975577
16663,4,0.972256,0.972256,0.972256
16680,4,1.000000,1.000000,1.000000
16702,4,0.985058,0.985058,0.985058
16711,12,0.985113,0.979913,0.991104
16744,4,0.961188,0.961188,0.961188
16770,4,1.000000,1.000000,1.000000
16803,4,0.960891,0.960891,0.960891
16871,4,1.000000,1.000000,1.000000
17004,4,0.981730,0.981730,0.981730
17008,4,1.000000,1.000000,1.000000
17037,4,1.000000,1.000000,1.000000
17074,4,1.000000,1.000000,1.000000
17087,4,0.965854,0.965854,0.965854
17123,4,1.000000,1.000000,1.000000
17130,4,1.000000,1.000000,1.000000
17154,4,1.000000,1.000000,1.000000
17264,4,1.000000,1.000000,1.000000
17289,4,1.000000,1.000000,1.000000
17327,4,0.985822,0.985822,0.985822
17342,4,1.000000,1.000000,1.000000
17385,4,0.996146,0.996146,0.996146
17413,4,0.965550,0.965550,0.965550
17437,12,0.999290,0.998935,1.000000
17444,4,1.000000,1.000000,1.000000
17478,4,0.979310,0.979310,0.979310
17495,4,0.991550,0.991550,0.991550
17517,4,0.963034,0.963034,0.963034
17533,4,1.000000,1.000000,1.000000
17679,4,1.000000,1.000000,1.000000
17708,4,1.000000,1.000000,1.000000
17735,4,1.000000,1.000000,1.000000
17741,4,0.969844,0.969844,0.969844
17808,4,1.000000,1.000000,1.000000
17917,4,1.000000,1.000000,1.000000
17992,4,0.995962,0.995962,0.995962
18093,4,1.000000,1.000000,1.000000
18131,4,1.000000,1.000000,1.000000
18323,4,1.000000,1.000000,1.000000
18455,4,0.960417,0.960417,0.960417
18600,4,0.975719,0.975719,0.975719
18748,4,1.000000,1.000000,1.000000
18871,4,0.997732,0.997732,0.997732
18941,4,1.000000,1.000000,1.000000
18968,4,0.965204,0.965204,0.965204
19062,4,0.966581,0.966581,0.966581
19071,4,0.985770,0.985770,0.985770
19185,4,1.000000,1.000000,1.000000
19254,4,1.000000,1.000000,1.000000
19275,4,1.000000,1.000000,1.000000
19386,4,1.000000,1.000000,1.000000
19467,4,1.000000,1.000000,1.000000
19634,4,0.972651,0.972651,0.972651
19645,4,1.000000,1.000000,1.000000
19763,4,0.997068,0.997068,0.997068
19823,4,0.989890,0.989890,0.989890
19849,4,0.990334,0.990334,0.990334
19915,4,1.000000,1.000000,1.000000
20106,4,1.000000,1.000000,1.000000
20163,4,0.969913,0.969913,0.969913
20188,4,0.998505,0.998505,0.998505
20213,4,0.990397,0.990397,0.990397
20406,4,0.984437,0.984437,0.984437
